id,brand,car_model,type,desc,problem,datetime,status
486047,江淮汽车,瑞风M3,2019款 宜家版 1.8L 豪华 智能型,江淮瑞风M3行驶时跑偏轮胎异常磨损,"G245,G117,I295,",2020-06-19,处理反馈
486044,吉利汽车,星越,2019款 350T 耀星者,吉利星越4S店销售人员故意隐瞒厂家增购补贴,"L313,",2020-06-19,用户评分
486040,长城汽车,哈弗H5,2016款 2.0T 四驱精英型 经典版,哈弗H5发动机怠速不稳 涡轮增压器漏油,"A163,A35,A189,",2020-06-19,用户评分
486039,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 时尚版,奇瑞艾瑞泽5空调漏氟 车载互联无网络,"H146,H155,",2020-06-19,处理反馈
486038,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞喷漆不匀且有生锈现象,"H79,H81,",2020-06-19,厂家受理
486037,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾升降挡时变速箱异响,"B33,",2020-06-19,处理反馈
486034,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,大众途观L行驶中提示变速箱进入紧急状态,"B96,B84,B77,",2020-06-19,信息审核
486031,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁座椅调节支撑锈蚀掉渣,"H79,",2020-06-19,处理反馈
486030,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu变速箱无动力输出无法正常行驶,"B334,",2020-06-19,信息审核
486029,上汽大众,朗逸,2019款 朗逸启航 1.5L 手动 舒适版 国VI,上汽大众朗逸刹车异响4S店告知正常,"E43,",2020-06-19,信息审核
486027,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾发动机异响 刹车踏板震动,"A9,D80,E111,",2020-06-19,处理反馈
486026,广汽丰田,凯美瑞,2009款 200G 自动 豪华版,广汽丰田凯美瑞中控仪表台腐蚀氧化掉皮,"H176,",2020-06-19,厂家受理
486022,上汽通用五菱,宝骏310W,2017款 1.5L 手动 舒适型 国V,宝骏310W车辆自燃要求尽快处理问题,"H40,",2020-06-19,处理反馈
486017,东风标致,标致4008,2017款 380THP 豪华GT版,东风标致4008承诺不兑现升级车机后音响无声,"H134,L314,",2020-06-19,处理反馈
486016,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5前雨刮器导水槽漏水存在质量问题,"H109,",2020-06-19,信息审核
486013,一汽-大众,高尔夫,2018款 230TSI 自动 舒适型,一汽大众高尔夫发动机运转时高压油泵异响,"A9,",2020-06-19,处理反馈
486009,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱阀体故障无法加速,"B334,B84,",2020-06-19,处理反馈
486008,一汽-大众,宝来,2019款 1.5L 自动 时尚型,一汽大众宝来大灯进水胎压误报自动驻车故障,"H88,H170,H203,",2020-06-19,处理反馈
486002,广汽本田,雅阁,2018款 260TURBO 旗舰版 国V,广汽本田雅阁胎压监测误报警 车身异响,"H15,H155,H203,",2020-06-19,处理反馈
486001,昌河铃木,北斗星X5,2015款 1.4L 巡航版,昌河铃木北斗星X5油表不准 转向时有异响,"D59,H93,H68,H202,H197,",2020-06-19,信息审核
485999,东南汽车,V3菱悦,2011款 1.5 手动 豪华版,东南V3菱悦汽车锈蚀严重影响安全,"H79,",2020-06-19,处理反馈
485995,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度发动机冷车启动异响要求解决,"A9,",2020-06-19,处理反馈
485994,一汽-大众,速腾,2013款 2.0TSI GLI,一汽大众速腾发动机和变速箱漏油,"A12,B22,",2020-06-19,处理反馈
485988,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内出现的质量问题不予索赔,"I297,",2020-06-19,处理反馈
485987,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱多次损坏要求退车,"B96,",2020-06-19,处理反馈
485980,奇瑞捷豹路虎,揽胜极光,2020款 249PS R-DYNAMIC SE 运动科技版,奇瑞捷豹路虎揽胜极光减震器中控台转向异响,"D59,G52,H93,",2020-06-19,用户评分
485979,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉中网镀铬装饰条腐蚀掉漆,"H81,H168,",2020-06-19,用户评分
485976,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕有开裂现象,"H134,",2020-06-19,处理反馈
485972,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机死机与厂家未回复处理,"H155,I294,M279,",2020-06-19,处理反馈
485970,北京奔驰,奔驰C级,2020款 C 260 运动版,北京奔驰C级无钥匙进入失灵希望厂家处理,"H119,",2020-06-19,信息审核
485968,奇瑞瑞麒,瑞麒G6,2011款 2.0T 自动 豪华型,瑞麒G6高速行驶时变速箱油管爆裂,"B22,G56,N318,",2020-06-19,用户评分
485966,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 舒适版 国V,东风本田CR-V经销商违规收取续保押金,"K307,",2020-06-19,处理反馈
485965,北京现代,领动,2019款 1.5L CVT 智炫·精英型,北京现代领动减震器无配件承诺解决未兑现,"I294,L314,N318,N320,",2020-06-19,处理反馈
485959,广汽丰田,丰田C-HR,2020款 2.0L 领先版,广汽丰田C-HR未给发票导致无法上牌,"O353,",2020-06-19,厂家受理
485956,猎豹汽车,猎豹CS10,2017款 2.0T 手动 卓越型,猎豹CS10天窗异响不断 刹车疲软,"E269,H89,",2020-06-19,信息审核
485954,东风本田,本田XR-V,2015款 1.8L EXi CVT 舒适版,东风本田XR-V购车至今车内一直存在异味,"H164,",2020-06-19,处理反馈
485953,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂并且鼓包,"F100,F39,",2020-06-19,处理反馈
485951,吉利汽车,缤瑞,2018款 14T CVT 缤纷版,吉利缤瑞发动机转速过高厂家未解决问题,"A35,J301,",2020-06-19,处理反馈
485950,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L刹车抱死转向故障灯亮,"A34,D57,D291,E29,M284,",2020-06-19,信息审核
485947,吉利汽车,远景,2017款 1.5L 自动 幸福版,吉利远景行驶中动力消失存在质量问题,"B334,",2020-06-19,处理反馈
485946,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放发动机舱有泥浆车架生锈,"H79,Q322,",2020-06-19,信息审核
485945,东南汽车,东南DX7,2016款 1.5T 手动 凯旋版,东南DX7空调开冷风出热风车身异响,"H101,H15,",2020-06-19,处理反馈
485943,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动转向异响沉重卡滞希望处理,"D59,D123,D156,",2020-06-19,处理反馈
485942,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L天窗排水堵塞导致车内进水,"H90,",2020-06-19,信息审核
485940,北京现代,途胜,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜行驶中发动机故障灯亮,"A34,",2020-06-19,处理反馈
485937,一汽-大众奥迪,奥迪A4L,2015款 2.0T CVT 标准型,一汽大众奥迪A4L节温器渗水售后不予质保,"A37,",2020-06-19,信息审核
485933,华晨中华,中华H330,2013款 1.5L 自动 豪华型,华晨中华H330左后轮轮毂破损希望尽快处理,"H243,",2020-06-19,信息审核
485931,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际前部摄像头有拆装痕迹4S店不处理,"H170,I295,L313,M279,O353,",2020-06-19,处理反馈
485930,上汽大众,途观L,2019款 改款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L变速箱异响 转向时车轮异响,"B33,G125,",2020-06-19,处理反馈
485929,吉利汽车,缤越,2019款 260T DCT Battle 运动款 国V,吉利缤越天窗密封条多处老化破损天窗漏水,"H90,H48,",2020-06-19,处理反馈
485926,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级后依然死机黑屏,"O348,",2020-06-19,处理反馈
485925,华晨宝马,宝马3系,2017款 330Li M 运动型,华晨宝马3系冷却液水管爆裂发动机温度高,"A37,A191,",2020-06-19,信息审核
485923,上汽大众,朗逸,2017款 230TSI 双离合 舒适版,上汽大众朗逸变速箱跳挡 发动机空转,"B27,",2020-06-19,用户评分
485922,上汽集团,荣威Ei5,2019款 智联旗舰版,上汽荣威Ei5充电慢且充电时自动断开,"H340,",2020-06-19,用户评分
485920,东南汽车,东南DX3,2018款 1.5L 手动 尊贵型,东南DX3排气管共振异响严重无法解决,"H268,",2020-06-19,用户评分
485919,广汽丰田,YARiS L 致炫,2018款 1.5E CVT 冠军限量版,广汽丰田致炫空调风向调节开关故障,"H101,",2020-06-19,厂家受理
485918,吉利汽车,博瑞,2015款 1.8T 旗舰型,吉利博瑞影音系统出现黑屏厂家不给保修,"H134,I297,",2020-06-19,用户评分
485917,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾上坡辅助系统故障导致溜车,"H170,",2020-06-19,处理反馈
485916,广汽本田,冠道,2017款 240TURBO CVT 两驱 尊享版,广汽本田冠道4S店维修使用旧件要求解决,"N316,",2020-06-19,处理反馈
485909,一汽-大众,高尔夫·嘉旅,2016款 230TSI 手动 进取型,一汽大众高尔夫嘉旅天窗漏水希望厂家解决,"H90,",2020-06-19,处理反馈
485907,上汽集团,名爵6,2018款 20T 自动 尊享互联网版 国VI,上汽名爵6四轮定位后吃胎 服务态度差,"I293,J300,J303,",2020-06-19,处理反馈
485905,奇瑞汽车,捷途X70,2020款 1.5T 手动 悦行版 5座,捷途X70挂挡异响 减震异响 发动机转速不稳,"A163,A35,B33,B20,G52,",2020-06-19,处理反馈
485904,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏无故开胶,"H168,",2020-06-19,用户评分
485903,华晨宝马,宝马5系,2019款 530Li 领先型 M运动套装,华晨宝马5系新车变速箱漏油多次维修未解决,"B22,J298,",2020-06-19,信息审核
485902,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL离合器无法复位无法挂挡行驶,"C267,",2020-06-19,用户评分
485899,北京奔驰,奔驰C级,2019款 C 180 L 时尚型运动版,北京奔驰C级冷却液提示温度高要求解决,"A191,",2020-06-19,信息审核
485897,吉利汽车,博越,2018款 1.8TD 自动 两驱 智联型 4G互联版,吉利博越经销商出售问题车价格不透明,"K308,M284,",2020-06-19,用户评分
485896,上汽通用五菱,宝骏310W,2017款 1.5L 手动 舒适型 国VI,宝骏310W发动机故障灯亮 熄火 大灯进水,"A339,A14,H88,",2020-06-19,处理反馈
485892,一汽-大众,探岳,2019款 330TSI 两驱 尊贵型 国V,一汽大众探岳大灯亮度严重不足影响安全,"H82,",2020-06-18,用户评分
485891,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选致雅型,一汽大众奥迪A6L行驶时发动机抖动熄火,"A24,A14,",2020-06-18,信息审核
485883,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡杆处没有指示灯涉嫌虚假宣传,"M279,",2020-06-18,处理反馈
485882,东风日产,逍客,2017款 2.0L CVT 精英版 国V,东风日产逍客车灯变暗行驶时变速箱顿挫,"B19,H82,",2020-06-18,处理反馈
485881,上汽集团,荣威350,2014款 1.5L 自动 迅达版 350S,上汽荣威350购车后车内一直有浓重的异味,"H185,",2020-06-18,处理反馈
485880,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜空调压缩机频繁启停中控异响,"H101,H93,",2020-06-18,处理反馈
485878,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际转向机漏油备胎异常磨损车身异响,"D58,H72,H15,H157,",2020-06-18,处理反馈
485877,长安汽车,长安CS95,2017款 2.0T 两驱 智拓版,长安CS95踩刹车后异响声音大要求索赔,"E43,",2020-06-18,处理反馈
485875,北京奔驰,奔驰GLC,2018款 GLC 260 4MATIC 动感型 改款,北京奔驰GLC轮毂氧化起皮要求更换,"H243,",2020-06-18,信息审核
485872,广汽本田,雅阁,2015款 2.0L LXS 精英版,广汽本田雅阁变速箱异响高速行驶顿挫,"B33,B19,",2020-06-18,处理反馈
485871,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动跑高速时岀现方向卡滞,"D123,",2020-06-18,用户评分
485865,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越行驶过程中变速箱明显顿挫,"B19,",2020-06-18,处理反馈
485863,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408水泵损坏导致发动机异响,"A9,A221,",2020-06-18,用户评分
485862,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,马自达昂克赛拉行使中显示超音传感器故障,"B19,B95,H234,",2020-06-18,处理反馈
485854,北京奔驰,奔驰C级,2020款 改款 C 260 运动版,北京奔驰C级怠速不稳定变速箱换挡迟滞,"A35,B19,",2020-06-18,信息审核
485851,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,长安马自达昂克赛拉仪表盘掉漆座椅掉皮,"H168,H169,",2020-06-18,处理反馈
485843,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客转向异响希望厂家处理,"D59,",2020-06-18,处理反馈
485830,吉利汽车,博瑞,2015款 1.8T 旗舰型,吉利博瑞方向盘卡死 助力系统故障,"A255,D123,D112,",2020-06-18,处理反馈
485828,长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T车机没有反应音量自动增大,"H134,",2020-06-18,用户评分
485825,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL中控台异响多次处理无效,"B19,H93,H89,",2020-06-18,用户评分
485823,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,广汽本田缤智冷车启动发动机异响,"A9,",2020-06-18,处理反馈
485821,东风标致,标致5008,2017款 380THP 精英版 7座,东风标致5008方向盘与刹车行驶途中异响,"D59,E43,",2020-06-18,处理反馈
485819,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙天窗异响严重希望解决,"H89,",2020-06-18,信息审核
485817,东风本田,本田CR-V,2018款 1.5T CVT 两驱 舒适版,东风本田CR-V优科豪马轮胎开裂掉皮,"F100,F186,",2020-06-18,处理反馈
480842,南京依维柯,依维柯欧胜,2020款 2.3T 手动 运瑞 手动门 短轴 高顶 低功F1A,南京依维柯欧胜发动机故障灯亮多次维修,"A34,",2020-06-05,信息审核
480841,吉利汽车,博瑞,2015款 1.8T 舒适型,吉利博瑞电动助力系统故障导致方向盘抱死,"D57,",2020-06-05,用户评分
480839,一汽丰田,奕泽IZOA,2018款 2.0L 奕驰版 国V,一汽丰田奕泽变速箱顿挫转向异响制动异响,"B19,D59,E43,I295,",2020-06-05,厂家受理
480837,上汽大众,途观L,2019款 330TSI 自动 两驱 风尚版 国VI,上汽大众途观L变速箱换挡时存在异响,"B33,",2020-06-05,用户评分
480836,上汽通用别克,昂科威,2017款 20T 双离合 两驱豪华型,别克昂科威方向盘抖动希望厂家处理问题,"D80,",2020-06-05,处理反馈
480833,上汽通用凯迪拉克,凯迪拉克CT6,2020款 28T 豪华型,上汽通用凯迪拉克CT6变速箱顿挫,"B19,",2020-06-05,处理反馈
480830,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,广汽丰田雷凌后备箱生锈 减震器漏油,"G25,H79,H81,H164,H93,",2020-06-05,用户评分
480829,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机卡顿死机与宣传不符,"M279,",2020-06-05,处理反馈
480826,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路风尚版,上汽大众途观汽车前机盖无法打开望解决,"H197,J298,",2020-06-05,处理反馈
480824,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内与车身多处异响,"D59,H164,H15,",2020-06-05,处理反馈
480823,吉利汽车,星越,2019款 300T 耀星者,吉利星越购车承诺赠送油卡不兑现,"L313,",2020-06-05,处理反馈
480822,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领潮版,奇瑞艾瑞泽5变速箱油管爆裂要求处理,"B22,H266,",2020-06-05,用户评分
480821,长安福特,福睿斯,2019款 1.5L 自动 悦享型 国VI 改款,长安福特福睿斯玲珑轮胎有鼓包的现象,"F39,",2020-06-05,用户评分
480820,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜漆面有色差疑似喷过漆,"H201,M284,",2020-06-05,处理反馈
480818,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX车身与车内多处生锈,"H79,",2020-06-05,处理反馈
480817,上汽集团,荣威i5,2019款 1.5L 手动 4G互联朗豪版,上汽荣威i5变速箱换挡异响顿挫希望解决,"B33,B19,",2020-06-05,处理反馈
480816,吉利汽车,博越,2018款 1.8TD 自动 两驱 智慧型 4G互联版,吉利博越行车电脑死机以及导航不准确,"H134,H21,",2020-06-05,用户评分
480815,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统虚假销售不解决,"H155,H264,I295,L313,M279,O348,",2020-06-05,处理反馈
480814,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞前车轮防尘套漏油厂家未解决,"G51,I295,",2020-06-05,处理反馈
480813,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶过程中B柱有异响,"H15,",2020-06-05,用户评分
480811,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5车门和后备箱生锈严重,"H79,",2020-06-05,处理反馈
480809,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6车灯内有污渍4S店不解决,"H82,",2020-06-05,处理反馈
480808,广汽本田,雅阁,2016款 2.4L CVT 智睿版,广汽本田雅阁发动机漏油希望尽快解决,"A12,",2020-06-05,处理反馈
480807,一汽吉林,森雅R9,2018款 1.2T 自动 旗舰智享型,一汽吉林森雅R9行驶过程中失去动力,"A255,H155,",2020-06-05,信息审核
480806,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹行驶中车内中控台异响,"H164,H93,I295,J298,",2020-06-05,用户评分
480805,一汽-大众,速腾,2020款 200TSI 手动 舒适型 国VI,一汽大众速腾松离合转速高存在质量问题,"C16,",2020-06-05,处理反馈
480804,奥迪（进口）,奥迪Q7,2019款 45 TFSI S line运动型,奥迪Q7通电状态下喇叭持续发出电流声	,"H134,",2020-06-05,信息审核
480803,东风日产,轩逸,2014款 1.6L XV CVT 尊享版,东风日产轩逸变速箱出现P0846故障码,"B96,",2020-06-05,用户评分
480802,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动ABS和防侧滑故障灯同时亮,"E62,H170,I295,I294,",2020-06-05,处理反馈
480801,一汽-大众,高尔夫,2016款 1.4TSI 25周年纪念版,一汽大众高尔夫仪表提示变速箱挂入P挡,"B96,",2020-06-05,处理反馈
480800,东风日产,轩逸,2016款 1.6XL CVT 豪华版,东风日产轩逸方向卡滞希望厂家处理问题,"D123,",2020-06-05,处理反馈
480799,吉利汽车,星越,2020款 350T 魅影骑士版AWD,吉利星越车机系统虚假宣传 死机严重,"H155,M279,",2020-06-05,用户评分
480798,北京现代,悦纳,2016款 1.4L 手动 炫酷版 GLS,北京现代悦纳发动机曲轴螺丝断裂,"A145,",2020-06-05,处理反馈
480797,东风日产,轩逸,2018款 1.6XV CVT 尊享版,东风日产轩逸变速箱异响希望厂家处理,"B33,",2020-06-05,用户评分
480795,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱报故障码P17F1,"B84,",2020-06-05,处理反馈
480794,东风标致,标致308S,2015款 1.2T 自动 劲驰版,东风标致308S冷却风扇自转要求处理,"A191,",2020-06-05,处理反馈
480793,上汽大众,途观,2015款 1.8TSI 自动 四驱 豪华型 5座,上汽大众途观低速转向时异响维修未解决,"D59,",2020-06-05,用户评分
480792,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,吉利缤越车窗漏风 车身晃动 车机卡顿,"D58,G204,H155,H144,",2020-06-05,处理反馈
480790,众泰汽车,众泰SR7,2017款 1.5T 手动 魔方之梦版,众泰SR7副驾驶气囊异响 手套箱异响,"H164,N318,",2020-06-05,用户评分
480789,吉利汽车,帝豪,2017款 1.5L CVT 向上版 三厢 百万款,吉利帝豪刹车疲软 存在安全隐患,"E269,",2020-06-05,用户评分
480786,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国VI,北京现代悦动引擎盖漆面有气泡存在黑点,"H81,",2020-06-05,用户评分
480781,一汽-大众,高尔夫,2020款 挚爱版 280TSI DSG 舒适型,一汽大众高尔夫变速箱异响严重希望处理,"B33,",2020-06-05,处理反馈
480780,广汽乘用车,传祺GS4,2017款 235T 自动 两驱 精英版,广汽传祺GS4偶发性EBD与ABS报警,"E74,H170,",2020-06-05,处理反馈
480778,一汽马自达,马自达CX-4,2020款 2.5L 自动 两驱 蓝天驾趣版,一汽马自达CX-4倒车影像反应迟钝 怠速抖动,"A35,H134,H72,",2020-06-05,信息审核
480777,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响严重,"H164,H15,",2020-06-05,处理反馈
480776,东风小康,风光580,2018款 改款 1.8L 手动 舒适型,东风风光580经销商出售库存车不解决,"M283,",2020-06-05,用户评分
480774,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符 发动机无机油尺,"M279,Q322,",2020-06-05,处理反馈
480773,长安汽车,长安CS55,2018款 1.5T 手动 炫色型 国V,长安CS55空调压缩机故障无法制冷,"H101,N318,O326,",2020-06-05,处理反馈
480770,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱及中控异响,"H93,H15,",2020-06-05,处理反馈
480767,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身B柱位置有异响,"H15,",2020-06-05,处理反馈
480766,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统死机黑屏厂家不处理,"H155,",2020-06-05,处理反馈
480765,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来制动时踏板不流畅异响,"E43,E47,I295,",2020-06-05,处理反馈
480764,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱 B柱 中控台 顶棚异响,"H93,H15,",2020-06-05,处理反馈
480762,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内多处异响要求解决,"H164,",2020-06-05,用户评分
480758,吉利汽车,远景,2018款 1.5L 自动 尊贵型,吉利远景经销商丢失钥匙和车辆合格证,"O353,O354,",2020-06-05,处理反馈
480757,长安汽车,奔奔,2015款 1.4L 手动 尊贵型 国V,长安奔奔中控频繁落锁影响正常使用,"H197,",2020-06-05,用户评分
480756,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身A柱异响希望厂家解决,"H15,",2020-06-05,处理反馈
480754,奔驰（进口）,奔驰B级,2009款 2.0L CVT 200 动感型,进口奔驰B级行驶中突然降速显示变速箱故障,"B96,B84,",2020-06-05,处理反馈
480753,东风悦达起亚,焕驰,2017款 1.4L 手动 智享版 Value,东风悦达起亚焕驰怠速时抖动 转向跑偏,"A24,G117,",2020-06-05,处理反馈
480752,长安汽车,逸动XT,2016款 1.6L 自动 俊酷型 XT,长安逸动XT挡杆无法从P挡拔出影响使用,"B184,",2020-06-05,处理反馈
480751,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车内以及AB柱异响,"H164,",2020-06-05,用户评分
480750,长安汽车,逸动,2019款 1.6L GDI 手动 超值版 国VI,长安逸动底盘无隔热瓦导致车内温度过高,"Q322,",2020-06-05,用户评分
480749,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响多次维修未解决,"H15,J298,",2020-06-05,用户评分
480746,北京奔驰,奔驰GLC,2020款 GLC 260 L 4MATIC 动感型,北京奔驰GLC质量问题协商未达成共识,"I295,I281,",2020-06-05,处理反馈
480743,东风日产,奇骏,2014款 2.0L XL CVT 两驱 舒适版,东风日产奇骏行驶中突然熄火影响驾驶安全,"A14,",2020-06-05,处理反馈
480740,北京奔驰,奔驰GLA,2018款 200 时尚型,北京奔驰GLA后轮吃胎严重4S店无法解决,"G245,",2020-06-05,处理反馈
480739,北京现代,索纳塔九,2015款 1.6T 双离合 GLX领先型,北京现代索纳塔九方向盘抖动行驶时跑偏,"B19,D123,G117,",2020-06-05,处理反馈
480737,一汽马自达,阿特兹,2017款 2.5L 蓝天运动版,一汽马自达阿特兹行驶中转向时方向机异响,"D59,",2020-06-05,处理反馈
480736,一汽马自达,阿特兹,2020款 2.5L 蓝天至尊版,一汽马自达阿特兹车身A柱和B柱异响,"H15,",2020-06-05,处理反馈
480734,一汽马自达,马自达CX-4,2020款 2.5L 自动 四驱 蓝天激情版,一汽马自达CX-4音响系统有噪音影响驾驶,"H134,H168,H209,",2020-06-05,信息审核
480733,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响严重,"H15,",2020-06-05,用户评分
480731,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,吉利博越变速箱顿挫故障灯亮存在质量问题,"B19,B96,",2020-06-05,处理反馈
480730,上汽通用别克,昂科旗,2020款 28T 四驱 旗舰型,别克昂科旗主驾车窗间歇性失效不能够升降,"H67,",2020-06-05,用户评分
480729,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,吉利博越变速箱挂挡不走 行驶转速突然升高,"B19,B334,",2020-06-05,处理反馈
480726,长安福特,福睿斯,2017款 1.5L 自动 时尚型 幸福版,长安福特福睿斯左前玻璃无法升降,"H67,",2020-06-05,处理反馈
480725,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱异响 车顶异响,"H15,",2020-06-05,处理反馈
480721,长安标致雪铁龙DS,DS6,2014款 1.6T 豪华版THP160,长安标致雪铁龙DS6事故车维修没有配件 ,"N318,",2020-06-05,信息审核
480720,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响 中控台异响,"H15,",2020-06-05,用户评分
480717,东南汽车,东南DX3,2016款 1.5T CVT 尊贵型,东南DX3示宽灯和车内按键灯不亮,"H82,",2020-06-05,处理反馈
480716,奇瑞汽车,瑞虎8,2018款 1.5TCI 自动 豪华型 7座,奇瑞瑞虎8底盘有异响天窗胶条脱落导致漏水,"D59,G56,H90,H48,H144,",2020-06-05,处理反馈
480713,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4 ABC柱及后备箱异响,"H15,",2020-06-05,用户评分
480712,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹左侧车门关闭困难,"H149,",2020-06-05,信息审核
480710,长安汽车,逸动,2018款 1.6L GDI 自动 先锋型 高能版 国V,长安逸动车内温度高要求尽快处理,"Q350,",2020-06-05,处理反馈
480709,奇瑞汽车,瑞虎8,2018款 1.5TCI 手动 尊贵型 5座,奇瑞瑞虎8发动机怠速抖动座椅抖动,"A24,H169,",2020-06-05,处理反馈
480708,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响严重,"H164,",2020-06-05,处理反馈
480707,长城汽车,哈弗H4,2018款 1.5T 风尚型 蓝标,哈弗H4保养时发动机漏油希望尽快处理,"A12,",2020-06-05,处理反馈
480706,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响 B柱异响,"H164,",2020-06-05,用户评分
